system_code,location_code,location_name,system_code2,Managed_By_Name,Location_Type_Description,Location_Category_Description,Grades_Text,Grades_Final_Text,Open_Date,Status_Descriptions,Primary_Building_Code,Primary_Address_Line_1,City,State_Code,Zip,Borough_Block_Lot,Census_Tract,Community_District,Council_District,NTA,NTA_Name,Principal_Name,Principal_Title,Principal_Email,Principal_Phone_Number,Fax_Number,Geographical_District_Code,Administrative_District_Code,Superintendent_District_Name,Superintendent,Superintendent_Email,Superintendent_Location,tier_3_support_location_code,tier_2_support_location_code,longitude,latitude,Column3
75R037,R037,The David Marquis School of the Arts,307500015037,DOE,Special Education,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",Jun 22 1992,Open,R840,15 Fairfield Street,Staten Island,NY,10308,5045860001,14605,503,51,SI54,Great Kills,CORI REGAN,Principal,CRegan@schools.nyc.gov,718-984-9800,718-356-8712,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N754,-74.151368,40.5641,
75R089,R089,Staten Island Rise Academy,307500015089,DOE,Special Education,Elementary,,"0K,01,02,03,04,05,06",Jul  1 2025,Open,R026,4108 Victory Boulevard,Staten Island,NY,10314,5026340001,29102,502,50,SI05,New Springville-Bloomfield-Travis,,,,,,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,,,,-74.190093,40.591546,
75R373,R373,P.S. R373,307500015373,DOE,Special Education,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,SE",Aug 16 1993,Open,R040,91 HENDERSON AVENUE,STATEN ISLAND,NY,10301,5000730064,8100,501,49,SI22,West New Brighton-New Brighton-St. George,CHRISTINE HOFFMAN,Acting Principal,CHoffman5@schools.nyc.gov,718-816-8897,718-727-6867,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N754,-74.095454,40.64118,
75R721,R721,The Richard H. Hungerford School,307500015721,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12,SE",Feb  1 1967,Open,R086,715 L Ocean Terrace,Staten Island,NY,10301,5006830001,17700,502,50,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Kristin Mchugh,Principal,KMchugh3@schools.nyc.gov,718-273-8622,718-727-6994,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N754,-74.108045,40.608374,
75X010,X010,P.S. X010,307500012010,DOE,Special Education,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE","PK,0K,01,02,SE",Dec 12 1995,Open,X101,2750 LAFAYETTE AVENUE,BRONX,NY,10465,2055470001,15200,210,13,BX52,Schuylerville-Throgs Neck-Edgewater Park,Christophe Reda,Principal,CReda@schools.nyc.gov,718-828-4022,718-823-1573,08,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.829211,40.82708,
75X012,X012,P.S. X012 Lewis and Clark School,307500012012,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul  1 1966,Open,X012,2555 TRATMAN AVENUE,BRONX,NY,10461,2039830001,20000,210,13,BX37,Van Nest-Morris Park-Westchester Square,KUVANA JONES,Principal,KJones7@schools.nyc.gov,718-409-9040,718-931-8121,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.844685,40.840625,
75X017,X017,P.S. X017,307500012017,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,07,08,09,SE",Sep 12 1991,Open,X184,778 Forest Avenue,Bronx,NY,10456,2026550030,7700,201,17,BX34,Melrose South-Mott Haven North,ANGELA JONES,Principal,ajones80@schools.nyc.gov,718-665-5617,718-665-6372,07,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.905389,40.818703,
75X168,X168,P.S. 168,307500012168,DOE,Special Education,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",May 30 1997,Open,X020,3050 WEBSTER AVENUE,BRONX,NY,10467,2033300001,42500,207,11,BX43,Norwood,MAUREEN FULLERTON,Principal,MFuller@schools.nyc.gov,718-585-2100,718-585-8316,10,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.878731,40.869482,
75X176,X176,P.S. X176,307500012176,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",Jul  1 1999,Open,X455,750 BAYCHESTER AVENUE,BRONX,NY,10475,2051410150,46201,210,12,BX13,Co-op City,ALEXANDRA GUERRIERO,Principal,AGuerriero2@schools.nyc.gov,718-904-5700,718-904-5689,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.831669,40.874035,
75X186,X186,P186X Walter J. Damrosch School,307500012186,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",Dec  6 1990,Open,X136,750 Jennings Street,Bronx,NY,10459,2029690001,15100,203,16,BX35,Morrisania-Melrose,SARAH TEMPLEMAN,Principal,STempleman@schools.nyc.gov,718-378-0006,718-589-9544,12,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.897797,40.831388,
75X188,X188,P.S. X188,307500012188,DOE,Special Education,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","PK,01,02,03,04,05,06,07,08,09,10,11,12,SE",May 30 1995,Open,X034,770 GROTE STREET,BRONX,NY,10460,2031000014,39300,206,15,BX06,Belmont,SHANIE JOHNSON SMITH B,Principal,SJohnso28@schools.nyc.gov,718-561-2052,718-561-2683,10,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.883877,40.850168,
75X352,X352,The Vida Bogart School for All Children,307500012352,DOE,Special Education,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","01,02,03,04,05,06,07,08,09",Jul  1 2006,Open,X006,1000 EAST TREMONT AVENUE,BRONX,NY,10460,2030050010,35900,206,17,BX17,East Tremont,LOURDES MENDEZ,Principal,LMendez5@schools.nyc.gov,718-328-3913,718-328-5213,12,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.882531,40.840445,
75X469,X469,The Bronx School for Continuous Learners,307500012469,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2014,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,2028170002,22500,204,16,BX14,East Concourse-Concourse Village,Janine Tubiolo,Principal,JTubiolo@schools.nyc.gov,718-410-4105,718-410-4109,09,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.911366,40.839307,
75X596,X596,P.S. X596,307500012596,DOE,Special Education,Elementary,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07",Jul  1 2018,Open,X178,850 BAYCHESTER AVENUE,BRONX,NY,10475,2051410150,46201,210,12,BX13,Co-op City,JOHN SIRACUSE,Principal,JSiracuse@schools.nyc.gov,718-904-5750,718-904-5753,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.831669,40.874035,
75X643,X643,P.S. X643,307500012643,DOE,Special Education,K-8,"0K,01,03,04,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2024,Open,X487,639 St Anns Avenue,Bronx,NY,10455,2023590100,71,201,,BX34,Melrose South-Mott Haven North,Merrin Palish,Principal,MPalish@schools.nyc.gov,332-286-1350,332-286-1351,07,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.912039,40.816974,
75X721,X721,P.S. X721 - Stephen McSweeney School,307500012721,DOE,Special Education,High school,"09,10,11,12,SE","07,08,09,10,11,12,SE",Jul  1 1999,Open,X722,2697 WESTCHESTER AVENUE,BRONX,NY,10461,2041330200,28400,211,13,BX37,Van Nest-Morris Park-Westchester Square,SARA BYAS ARACENA,Principal,SByasaracena@schools.nyc.gov,718-597-6404,718-829-5752,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.839114,40.842725,
75X723,X723,P.S. 723,307500012723,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",Jul  8 2005,Open,X701,3540 Bivona Street,Bronx,NY,10475,2052630070,46202,212,12,BX13,Co-op City,SHANTE CHUNN,Principal,SChunn@schools.nyc.gov,718-320-1222,718-320-2213,11,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.831856,40.88298,
75X754,X754,J. M. Rapport School Career Development,307500012754,DOE,Special Education,High school,"09,10,11,12,SE","09,10,11,12,SE",Jul  1 1999,Open,X155,470 JACKSON AVENUE,BRONX,NY,10455,2025780027,3500,201,8,BX39,Mott Haven-Port Morris,KARINA FELIZ,Principal,KFeliz@schools.nyc.gov,718-993-5581,718-585-4624,07,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.909363,40.811051,
75X811,X811,P.S. X811,307500012811,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12,SE",Oct 24 1994,Open,X084,1434 Longfellow Avenue,Bronx,NY,10459,2030070008,12300,203,17,BX75,Crotona Park East,Jennifer Currie,Principal,JCurrie@schools.nyc.gov,718-589-3060,718-589-9551,12,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",KLouiss@schools.nyc.gov,DA75,D075,N752,-73.886798,40.830552,
79K755,K755,Adult and Continuing Education,,DOE,Adult,High school,,,Jul  1 2005,Open,R105,365 Bay Street,Staten Island,NY,10301,,,,,,,,,,718-638-2635,718-398-7562,31,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-74.074719,40.633302,
79K925,K925,YABC Programs - Brooklyn and Queens,,DOE,YABC,High school,"10,11,12",,Jul  1 2019,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,,,,,,,Dawn Harris,Principal,Dharris12@schools.nyc.gov,,,18,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.916927,40.634451,
79M331,M331,The Judith S. Kaye School - D79,,DOE,General Academic,Ungraded,"09,10,11,12",,Jul  1 2017,Open,M646,321 East  96 Street,Manhattan,NY,10128,,,,,,,,,,,,04,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.945647,40.784112,
79M379,M379,"YABC Programs – Manhattan, Bronx, Staten Island",,DOE,YABC,High school,"09,10,11,12",,Jul  1 2019,Open,X600,333 EAST 151 STREET,BRONX,NY,10451,,,,,,,Matthew Willoughby,Principal,mwilloughby@schools.nyc.gov,,,07,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.919949,40.818645,
79M488,M488,Medically Necessary Instruction,,DOE,General Academic,K-12 all grades,,,Oct  1 2021,Open,M048,4360-78 BROADWAY,MANHATTAN,NY,10033,,,,,,,Robert Antoine/JOSEPH RAND,Principal,RAntoin@schools.nyc.gov; JRand@schools.nyc.gov,,,06,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.933629,40.853193,
79M645,M645,School for Cooperative Technical Education,,DOE,Alternative,High school,12,12,Jul  1 1999,Open,M646,321 East  96 Street,Manhattan,NY,10128,,,,,,,Corey Prober,Principal,CProber@schools.nyc.gov,212-369-8800,212-876-9290,04,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.945647,40.784112,
79M921,M921,District 79 Youth Justice and Treatment Programs T,,DOE,Adult,Central-HQ-Citywide,"08,09,10,11,12",,Jan 26 2015,Open,M048,4360-78 BROADWAY,MANHATTAN,NY,10033,,,,,,,,,,,,06,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.933629,40.853193,
79M973,M973,Restart Academy,,DOE,Alternative,Ungraded,"07,08,09,10,11,12",,May 29 2007,Open,M834,444 WEST 56 STREET,MANHATTAN,NY,10019,,,,,,,Joan Indart,Principal,jindart@schools.nyc.gov,212-262-0817,212-262-1421,02,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.98861,40.767848,
79M984,M984,LYFE,,DOE,Alternative,Ungraded,,,Dec 19 2006,Open,M827,500 8 AVENUE,MANHATTAN,NY,10018,,,,,,,James Williams,Principal,JWilliams6@schools.nyc.gov,212-609-8529,212-609-8533,02,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.992405,40.753038,
79Q344,Q344,East River Academy,,DOE,Alternative,High school,"09,10,11,12",,Aug  5 2010,Open,Q535,18-00 HAZEN ST,QUEENS,NY,11370,,,,,,,Tonya Threadgill,I.A. Principal,TThread@schools.nyc.gov,,,07,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.8839,40.7888,
79Q950,Q950,Pathways to Graduation,,DOE,General Academic,High school,"10,12",,May 29 2007,Open,Q733,90-01 SUTPHIN BOULEVARD,QUEENS,NY,11435,,,,,,,Tiffany Taylor/Jeffrey Robbins,Principal,TTaylor3@schools.nyc.gov; jrobbins@schools.nyc.gov,718-557-2590,718-557-2599,28,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.807991,40.70283,
79X695,X695,Passages Academy,,DOE,Alternative,K-12 all grades,"06,07,08,09,10,11,12","06,07,08,09,10,11",Jul  1 1999,Open,X991,560 BROOK AVENUE,BRONX,NY,10455,,,,,,,Ronald Carter/Shareef Rashid,Principal,rcarter3@schools.nyc.gov; srashid@schools.nyc.gov,718-401-3053,718-401-8814,07,79,ALTERNATIVE HIGH SCHOOL DISTRICT,GLENDA ESPERANCE,GEspera@schools.nyc.gov,DA79,ACES,AC02,-73.913386,40.814614,
84K037,K037,Beginning with Children Charter School II,331400861021,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11","0K,01,02,03,04,05,06,07,08",Jul  1 2012,Open,K071,215 Heyward Street,Brooklyn,NY,11206,3022270001,52900,301,33,BK72,Williamsburg,Mike Ferrara/Yvette Ferrara,Principal,mferrara@bwccs2.org; YFerrara@bwccs2.org,718-302-7700,,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.953304,40.703996,
84K125,K125,Success Academy Charter School - Bed Stuy 2,331400861022,Charter,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04",Jul  1 2012,Open,K059,211 THROOP AVENUE,BROOKLYN,NY,11206,3017490001,28502,303,36,BK35,Stuyvesant Heights,,,,718-704-1439,646-349-3972,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.943279,40.697619,
84K129,K129,Success Academy Charter School - Cobble Hill,331500861023,Charter,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2012,Open,K293,284 Baltic Street,Brooklyn,NY,11201,3004020001,6900,306,33,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,,,,718-704-1460,646-478-9383,15,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.993293,40.685006,
84K182,K182,Success Academy Charter School - Williamsburg,331400861024,Charter,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2012,Open,K050,183 SOUTH  3 STREET,BROOKLYN,NY,11211,3024190001,52300,301,34,BK73,North Side-South Side,Patricia (Patty) Meegan,Principal,patricia.meegan@saschools.org,718-704-1419,646-349-5421,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.960137,40.711915,
84K355,K355,Uncommon Williamsburg Charter School NYC,331400860885,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",Jul  1 2005,Open,K016,157 WILSON STREET,BROOKLYN,NY,11211,3021770001,53500,301,33,BK72,Williamsburg,Alexandra Bronson,Principal,abronson@collegiatecs.org,718-302-4018,718-302-4641,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.962049,40.706069,
84K356,K356,Achievement First Crown Heights Charter School,331700860879,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2005,Open,K391,790 EAST NEW YORK AVENUE,BROOKLYN,NY,11203,3048060001,87600,309,41,BK60,Prospect Lefferts Gardens-Wingate,Victoria Colter/Sade Johnson,Principal,victoriacolter@achievementfirst.org; sadejohnson@achievementfirst.org,718-774-0762,718-774-0830,17,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.936313,40.662092,
84K357,K357,KIPP Always Mentally Prepared Charter School,331700860882,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2005,Open,K390,1224 PARK PLACE,BROOKLYN,NY,11213,3013700029,34300,308,36,BK61,Crown Heights North,Tarell Hoskey/Omari Wiltshire,Principal,thoskey@kippnyc.org; owiltshire@kippnyc.org,718-943-3710,718-774-3673,17,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.937601,40.67229,
84K358,K358,Achievement First East New York Charter School,331900860880,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2005,Open,K013,557 Pennsylvania Avenue,Brooklyn,NY,11207,3038230001,112600,305,42,BK85,East New York (Pennsylvania Ave),Meryl Senter/Jason Coalter,Principal,merylsenter@achievementfirst.org; jasoncoalter@achievementfirst.org,718-485-4924,718-342-5194,19,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.893328,40.664067,
84K360,K360,Launch Expeditionary Learning Charter School,331600861003,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",Jul  1 2012,Open,K243,1580 DEAN STREET,BROOKLYN,NY,11213,3013470001,30900,308,36,BK61,Crown Heights North,Geoffrey Roehm/Shamikah Kenlock,Principal,Groehm@launchschool.org; skenlock@launchschool.org,718-221-1064,718-221-1927,16,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.935093,40.675675,
84K362,K362,Hellenic Classical Charter School,331500860878,Charter,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul  1 2005,Open,KAWR,646 FIFTH AVENUE,BROOKLYN,NY,11215,3006340034,14300,307,38,BK37,Park Slope-Gowanus,Christina Tettonis/Natasha Caban,Principal,CTettonis@hccs-nys.org; NCaban@hccs-nys.org,718-499-0957,718-499-0959,15,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.992254,40.662985,
84K367,K367,Success Academy Charter School - Bed Stuy 1,331400861007,Charter,General Academic,K-8,"0K,01,05,06,07,08,09,10,11,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2011,Open,K033,70 Tompkins Avenue,Brooklyn,NY,11206,3017430018,25700,303,36,BK75,Bedford,,,,718-635-3294,646-964-6598,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.947557,40.696698,
84K379,K379,Explore Excel Charter School,331800860702,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2011,Open,K114,1077 REMSEN AVENUE,BROOKLYN,NY,11236,3081600022,96400,318,46,BK50,Canarsie,Anna Bear Dallis,Principal,abdallis@explorenetwork.org,347-902-1758,718-272-1827,18,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.90788,40.642684,
84K406,K406,"EMBER Charter School for Mindful Education, Innova",331600860975,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08",Jul  1 2011,Open,K262,500 MACON STREET,BROOKLYN,NY,11233,3016710019,29700,303,36,BK61,Crown Heights North,"Rafiq R. Kalam Id-Din Ii, Esq./Damien Dunkley",Principal,Rafiq@embercs.org; Damien@embercs.org,718-285-3787,,16,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.930132,40.682949,
84K417,K417,Urban Dove Team Charter School,332200861006,Charter,Transfer School,High school,"10,11,12","09,10,SE",Jul  1 2012,Open,KASZ,1256 EAST  21 STREET,BROOKLYN,NY,11210,3076200057,76000,314,45,BK43,Midwood,Amit Bahl/Christopher Barfield,Principal,abahl@urbandove.org; cbarfield@urbandove.org,718-783-8232,,22,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.955004,40.622425,
84K473,K473,Williamsburg Charter High School,331400860865,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Aug 31 2004,Open,KBYQ,198 VARET STREET,BROOKLYN,NY,11206,0,48500,301,34,BK78,Bushwick South,Valerie Jacobson,Principal,vjacobson@thewcs.org,718-782-9830,347-464-7604,14,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.935969,40.703703,
84K486,K486,New Dawn Charter High School,331500861016,Charter,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul  1 2012,Open,KBBA,242 HOYT STREET,BROOKLYN,NY,11217,0,6900,306,33,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Sara M. Asmussen/Donna Lobato,Principal,SAsmussen@ndchsbrooklyn.org; dlobato@ndchsbrooklyn.org,347-505-9101,,15,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.990292,40.68291,
84K508,K508,Achievement First Endeavor Charter School,331300860902,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2006,Open,K784,510 WAVERLY AVENUE,BROOKLYN,NY,11238,3020110039,19900,302,35,BK69,Clinton Hill,Colleen Young/Shannon Williams Paden,Principal,colleenyoung@achievementfirst.org; shannonwilliamspaden@achievementfirst.org,718-622-4786,718-789-1649,13,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.965928,40.682422,
84K517,K517,Uncommon Bed-Stuy West Charter School NYC,331300860901,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2006,Open,K258,141 MACON STREET,BROOKLYN,NY,11216,3018450001,26900,303,36,BK75,Bedford,Roland Pope,Principal,rpope@leadershipprep.org,718-636-0360,718-636-0747,13,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.9456,40.68192,
84K536,K536,Community Roots Charter School,331300860893,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul  1 2006,Open,K067,51 SAINT EDWARDS STREET,BROOKLYN,NY,11205,3020390002,2901,302,35,BK68,Fort Greene,Allison Keil/Sara Stone,Principal,akeil@communityroots.org; Sstone@communityroots.org,718-858-1629,718-858-1754,13,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.977674,40.695339,
84K538,K538,Achievement First Bushwick Charter School,333200860906,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2006,Open,K383,1300 GREENE AVENUE,BROOKLYN,NY,11237,3032980001,43100,304,37,BK77,Bushwick North,Courtney Saretzky/Sam Jones,Principal,courtneysaretzky@achievementfirst.org; samanthajones@achievementfirst.org,718-453-0425,718-453-0428,32,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.919088,40.697898,
84K593,K593,Uncommon Excellence Boys Charter School NYC,331600860860,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09","0K,01,02,03,04,05,06,07,08",Sep  8 2004,Open,K783,225 Patchen Avenue,Brooklyn,NY,11233,3016730001,38300,303,41,BK35,Stuyvesant Heights,Quinterrence Bell/Stanley Redon,Principal,qbell@excellencecharter.org; stanley.redon@uncommonnyc.org,718-638-1830,718-638-2548,16,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.925851,40.683446,
84K608,K608,Uncommon Kings Charter School NYC,331800860908,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2007,Open,K252,1084 Lenox Road,Brooklyn,NY,11212,3046690037,88600,317,41,BK96,Rugby-Remsen Village,Scott Schuster/Sean Gavin,Principal,sschuster@kingscollegiate.org; sgavin@uncommonleadershipcharter.org,347-390-0460,718-342-6727,18,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.919818,40.657712,
84K626,K626,Achievement First Brownsville Charter School,332300860912,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul  1 2008,Open,K055,2021 BERGEN STREET,BROOKLYN,NY,11233,3014480001,36501,316,41,BK79,Ocean Hill,Allison Laird/Martin Palamore,Principal,allisonlaird@achievementfirst.org; martinpalamore@achievementfirst.org,347-471-2600,347-402-2900,23,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.912685,40.674456,
84K648,K648,Uncommon Bed-Stuy East Charter School NYC,331600860918,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","05,06,07,08,09,10,11,12",Jul  1 2008,Open,K324,800 GATES AVENUE,BROOKLYN,NY,11221,3016360001,29300,303,36,BK35,Stuyvesant Heights,Ishani Mehta,Principal,imehta@leadershipprep.org,718-669-7460,718-669-7771,16,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.932066,40.68797,
84K649,K649,La Cima Charter School,331600860924,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul  1 2008,Open,K324,800 GATES AVENUE,BROOKLYN,NY,11221,3016360001,29300,303,36,BK35,Stuyvesant Heights,Lori Riddick,Executive Director,lori@lacimacharterschool.org,718-443-2136,718-443-7291,16,84,OFFICE OF CHARTER SCHOOLS,,,,,,-73.932066,40.68797,
